"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"11","I'm in a theater full of college kids cry laughing at the lego Batman movie.",FALSE,2,NA,2017-04-29 02:41:21,FALSE,NA,"858149174705041411",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","shxniaRK",0,FALSE,FALSE,NA,NA
"12","At movieswith nephews . Batman <ed><U+00A0><U+00BE><ed><U+00B6><U+0087> lego movie is fun",FALSE,0,NA,2017-04-29 02:28:25,FALSE,NA,"858145918591291392",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ArcadianArt",0,FALSE,FALSE,NA,NA
"13","avery made me watch the lego batman movie w her and it was............cute",FALSE,3,NA,2017-04-29 02:21:35,FALSE,NA,"858144198591229952",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jawboneknife",0,FALSE,FALSE,NA,NA
"14","Update: hour into the movie and still going strong.. didn't know Lego Batman could cause so much romance",FALSE,2,"AbigailDaggy",2017-04-29 02:16:24,FALSE,"858135929835458560","858142896163360768","392664787","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AbigailDaggy",0,FALSE,FALSE,NA,NA
"15","Lego Batman was a good movie don't remember if I ever said that",FALSE,0,NA,2017-04-29 02:15:54,FALSE,NA,"858142769621204992",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BoneBulge",0,FALSE,FALSE,NA,NA
"16","Aw the Lego batman movie was so cute",FALSE,0,NA,2017-04-29 01:59:43,FALSE,NA,"858138695110729728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","penticough",0,FALSE,FALSE,NA,NA
"17","Watch The Lego Batman Movie (2017) Online on #Flixano
Start Free Trial: https://t.co/lzu2RFyPCH
#TheLegoBatmanMovie",FALSE,0,NA,2017-04-29 01:52:10,FALSE,NA,"858136795522924545",NA,"<a href=""https://www.flixano.com/"" rel=""nofollow"">Flixano</a>","flixano",0,FALSE,FALSE,NA,NA
"18","This couple in front of me at the Union has been making out the whole movie.. the movie is Lego Batman, I'm so confused",FALSE,8,NA,2017-04-29 01:48:43,FALSE,NA,"858135929835458560",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AbigailDaggy",0,FALSE,FALSE,NA,NA
"19","10 movies I loved from last year 1 is a lie

1. The LEGO Batman Movie
2. Silence
3. Arrival
4. Split
5. Rogue One... https://t.co/QmBBBPYbZs",FALSE,0,NA,2017-04-29 01:46:28,FALSE,NA,"858135361368846336",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","ptekmusic",0,FALSE,FALSE,NA,NA
"20","The LEGO Batman Movie Official Trailer #4 (2017) Will Arnett Animated Movie HD
Watch: https://t.co/YGNSP2iUGm https://t.co/olEM79I6F7",FALSE,0,NA,2017-04-29 01:44:31,FALSE,NA,"858134873650999296",NA,"<a href=""https://www.vidimovie.com/videos"" rel=""nofollow"">Vidimovie Videos</a>","VidimovieVideos",0,FALSE,FALSE,NA,NA
"21","My dad's watching the Batman Lego movie lol",FALSE,0,NA,2017-04-29 01:33:46,FALSE,NA,"858132166638792705",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kitsune_Hime31",0,FALSE,FALSE,NA,NA
"22","Heading baxk home fulla DRANK from on Ponce!  Ha. Wake up in the morn &amp; see 8f Lego Batman Movie is ready for downloaf for the kids, wrestle",FALSE,0,NA,2017-04-29 01:30:53,FALSE,NA,"858131439266791424",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HIP_HOP_NOT",0,FALSE,FALSE,NA,NA
"23","Lego Batman is a dope movie",FALSE,0,NA,2017-04-29 01:06:41,FALSE,NA,"858125348919267328",NA,"<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","royaltyralph",0,FALSE,FALSE,NA,NA
"24","#HouseHunters ep:

Husband: Social media consultant for coma survivors

Wife: Made shooting sound effects in Lego Batman movie

Budgey: 3.5",FALSE,0,NA,2017-04-29 01:04:08,FALSE,NA,"858124707157200896",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ericknordenson",0,FALSE,FALSE,NA,NA
"25","@nolan_shanahan I know right im so much hotter and cooler than you. You are like Robin from the Lego Batman movie a… https://t.co/S0xgTOYeMz",FALSE,4,"nolan_shanahan",2017-04-29 00:56:18,TRUE,"858121989055229952","858122737277075458","2920887561","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MaxJvanDongen",0,FALSE,FALSE,NA,NA
"26","Lego Batman Movie Batcave Breakin for £65.59 https://t.co/4NPQPS3Lqv",FALSE,0,NA,2017-04-28 23:40:22,FALSE,NA,"858103627868721152",NA,"<a href=""https://dealsbasket.co.uk"" rel=""nofollow"">Deals_Basket</a>","DealsBasket_UK",0,FALSE,FALSE,NA,NA
"27","Lego Batman Movie Batcave Breakin for £65.59 https://t.co/sSpI6v34cS",FALSE,0,NA,2017-04-28 23:38:22,FALSE,NA,"858103126792032256",NA,"<a href=""https://www.slick2buy.com"" rel=""nofollow"">UK_Deals_New</a>","DealsBasketUK",0,FALSE,FALSE,NA,NA
"28","Me and Ian at the movies going to see The Lego Batman Movie #lovehimbunches #grandson… https://t.co/0aRFoPrYxi",FALSE,0,NA,2017-04-28 23:28:41,FALSE,NA,"858100690039824384",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","nololeal",0,FALSE,FALSE,"-98.58563329","29.56129162"
"29","The Lego Batman Movie from Bozhi No. 172-2 - Batman and Catwoman https://t.co/ccepff2liI",FALSE,0,NA,2017-04-28 23:01:06,FALSE,NA,"858093745916583936",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","akidinsidetoys",0,FALSE,FALSE,NA,NA
"30","Don't forget Lego Batman Movie at 8pm outside by the gazebo. https://t.co/eG8iXKCmjO",FALSE,1,NA,2017-04-28 23:00:43,FALSE,NA,"858093649292398593",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","PensacolaState",1,FALSE,FALSE,NA,NA
"31","The LEGO Batman Movie All Movie Clips (2017) Will Arnett Animated Movie HD https://t.co/9uVFexzlkr via @YouTube",FALSE,0,NA,2017-04-28 23:00:16,FALSE,NA,"858093538667413504",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Andrewtheswimme",0,FALSE,FALSE,NA,NA
"32","@pj_campbell @DeLuxODonnell92 Top 5
The Dark Knight
Spider-Man 2
The Incredibles
The LEGO Batman Movie
Iron Man
HM: Sky High",FALSE,0,"pj_campbell",2017-04-28 22:59:57,FALSE,"858035509871955969","858093457159708673","19465358","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ajsingsbass",0,FALSE,FALSE,NA,NA
"33","Kids Club films tomorrow at 12 NOON are 
The lego batman movie and Molly monster see all movies and showtimes at... https://t.co/YjDUCaSc1N",FALSE,0,NA,2017-04-28 22:51:42,FALSE,NA,"858091380161347584",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","EclipseCinemasL",0,FALSE,FALSE,NA,NA
"34","RT @Wes10: The Lego Batman Movie (2017) https://t.co/AryWwvx53m",FALSE,0,NA,2017-04-28 22:44:28,FALSE,NA,"858089562912018432",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheKatiePaul",980,TRUE,FALSE,NA,NA
"35","RT @Elevensangel: Me checking up on my friend after she said the batman Lego movie ""wasn't that funny"" https://t.co/EPaxv0CG1S",FALSE,0,NA,2017-04-28 22:38:34,FALSE,NA,"858088075699814400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ScavengerScumm",5,TRUE,FALSE,NA,NA
"36","I liked a @YouTube video https://t.co/aUBtyLjTKS Batman LEGO Movie Custom Minifigures 2017",FALSE,0,NA,2017-04-28 22:37:18,FALSE,NA,"858087755951337474",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","LoKi_303",0,FALSE,FALSE,NA,NA
"37","RT @UBFilmsIU: Want to hide from finals for a few hours? Come out to the Whittenberger tonight to watch ""The Lego Batman Movie"" at 9 PM! ht…",FALSE,0,NA,2017-04-28 22:37:16,FALSE,NA,"858087749433294850",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PhillipCardinal",2,TRUE,FALSE,NA,NA
"38","RT @UBFilmsIU: Want to hide from finals for a few hours? Come out to the Whittenberger tonight to watch ""The Lego Batman Movie"" at 9 PM! ht…",FALSE,0,NA,2017-04-28 22:34:54,FALSE,NA,"858087153481469955",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","IUBloomington",2,TRUE,FALSE,NA,NA
"39","@tigerdude22 First @smilingldsgirl was jealous that I saw The Lego Batman Movie a week early, now this",FALSE,1,"tigerdude22",2017-04-28 22:32:15,FALSE,"858045363583950848","858086487597953024","255824296","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tomblakeney1",0,FALSE,FALSE,NA,NA
"40","THE LEGO BATMAN MOVIE - Gotham Cribs Clip (2017) https://t.co/MffsoE04N1 #bitcoin #bitcoinmining #bitclub #mlm https://t.co/199QFiKUgA",FALSE,0,NA,2017-04-28 22:15:04,FALSE,NA,"858082164193316864",NA,"<a href=""http://www.staged.com"" rel=""nofollow"">Staged Marketing Toolsuite</a>","bitcoinsmart_",0,FALSE,FALSE,NA,NA
"41","RT @aly_55555: Went to go see Lego Batman and it was so freaking hilarious!!!, jokes from the second the movie starts until it ends #LegoBa…",FALSE,0,NA,2017-04-28 22:13:36,FALSE,NA,"858081791881740288",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","artyombjf",3,TRUE,FALSE,NA,NA
"42","Custom Lego Batman Movie BAT SKULLCRAWLER Rebrick 70905+70908 Speed Build #LEGO #Youtube https://t.co/xDBlXzkJYY",FALSE,0,NA,2017-04-28 22:10:34,FALSE,NA,"858081029726359552",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","bricks4freaks",0,FALSE,FALSE,NA,NA
"43","wow the lego batman movie was visually STUNNING",FALSE,0,NA,2017-04-28 22:09:31,FALSE,NA,"858080767448166400",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jasbiskus",0,FALSE,FALSE,NA,NA
"44","#Batman #Poster LEGO The #Movie Batman ""BATGIRL"" 11"" X 17"" Poster Exclusive Rare Poster https://t.co/CV343O7o1P #Bestseller #Buy",FALSE,0,NA,2017-04-28 22:07:49,FALSE,NA,"858080336873373696",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Batman1v",0,FALSE,FALSE,NA,NA
"45","Film Series: The Lego Batman Movie (in 3D!) https://t.co/nRZE3eSGXB",FALSE,0,NA,2017-04-28 22:03:11,FALSE,NA,"858079173142818816",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","wesleying",0,FALSE,FALSE,NA,NA
"46","RT @mirrored_ivy: I really love the Lego Batman movie. Lego Joker is bae &lt;3
https://t.co/hDOyVWkJKp",FALSE,0,NA,2017-04-28 22:01:05,FALSE,NA,"858078643909791746",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","L4AnvKG1f8sexaN",2,TRUE,FALSE,NA,NA
"47","Want to hide from finals for a few hours? Come out to the Whittenberger tonight to watch ""The Lego Batman Movie"" at… https://t.co/eSMHA0eWp1",FALSE,3,NA,2017-04-28 21:44:34,TRUE,NA,"858074487664893952",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","UBFilmsIU",2,FALSE,FALSE,NA,NA
"48","RT @hobmooroaks: The next autism friendly screening @CityScreenYork is The Lego Batman Movie. 14/5/17 at 11:15 @ApplefieldsSchl https://t.c…",FALSE,0,NA,2017-04-28 21:42:16,FALSE,NA,"858073909509459968",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Cori_clarke",3,TRUE,FALSE,NA,NA
"49","Coming to the Capri - ""Hidden Figures"" May 5-7 &amp; May 12-14. ""Monster Trucks"" May 19-21. ""The Lego Batman Movie"" May 26-28 &amp; June 2-4.",FALSE,0,NA,2017-04-28 21:39:24,FALSE,NA,"858073185815859205",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","lakecitycapri",0,FALSE,FALSE,NA,NA
"50","Really excited to see ""The Lego Batman Movie"" again tonight.",FALSE,0,NA,2017-04-28 21:36:05,FALSE,NA,"858072351900143618",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","stowell_daniel",0,FALSE,FALSE,NA,NA
"51","Movies for Juniors New Season only £1.50 pp (Lego Batman Movie; Trolls; Moana; Smurfs: The Lost Village; Sing;… https://t.co/ioItcgHxPj",FALSE,0,NA,2017-04-28 21:33:19,FALSE,NA,"858071653355462656",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","theeasyliving",0,FALSE,FALSE,NA,NA
"52","[Deal] Movies for Juniors New Season only £1.50 pp (Lego Batman Movie; Trolls; Moana; Smurfs: The Lost… https://t.co/7oAo2uDhv4 #deal",FALSE,0,NA,2017-04-28 21:33:18,FALSE,NA,"858071650339651584",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","UKdealshot",0,FALSE,FALSE,NA,NA
"53","Movies for Juniors New Season only £1.50 pp (Lego Batman Movie; Trolls; Moana; Smurfs: The Lost Village; Sing;…… https://t.co/jziJZPQDvh",FALSE,0,NA,2017-04-28 21:33:10,TRUE,NA,"858071617829650432",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","UK_DealHunter",0,FALSE,FALSE,NA,NA
"54","Lemme go and watch Batman - Lego Movie again",FALSE,0,NA,2017-04-28 21:19:22,FALSE,NA,"858068142786052101",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ola_Ope",0,FALSE,FALSE,NA,NA
"55","This weekend's SAAC Film is
""The Lego Batman Movie"" https://t.co/6aLq85lfyh",FALSE,0,NA,2017-04-28 21:15:28,FALSE,NA,"858067162233229312",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","HuntUnion",0,FALSE,FALSE,NA,NA
"56","Lego Batman Poster Has Lots of Characters
https://t.co/mvFhOiWYwv",FALSE,0,NA,2017-04-28 21:15:13,FALSE,NA,"858067100514103296",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","BagofPopcorn",0,FALSE,FALSE,NA,NA
"57","RT &amp; follow @ToyReleases for the chance to #win #TheLegoBatmanMovie #KeyLight Click to enter #Lego #Batman #comp https://t.co/RhQuPz7AC9",FALSE,1,NA,2017-04-28 21:06:53,FALSE,NA,"858065001399156737",NA,"<a href=""http://linkis.com"" rel=""nofollow"">Linkis: turn sharing into growth</a>","stevenfairbairn",1,FALSE,FALSE,NA,NA
"58","Friday night in watching The Lego Batman movie. I've got this adult thing down!",FALSE,0,NA,2017-04-28 20:48:10,FALSE,NA,"858060293393592320",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GMcgannByrne",0,FALSE,FALSE,NA,NA
"59","Catch a free showing of the ""The LEGO Batman Movie"" at 6 p.m., 9 p.m. and midnight in Meacham Auditorium!",FALSE,5,NA,2017-04-28 20:45:50,FALSE,NA,"858059705297580032",NA,"<a href=""https://app.rignite.com"" rel=""nofollow"">Rignite</a>","OU_HRL",0,FALSE,FALSE,NA,NA
"60","RT @NewsHouse: .@SyracuseU students got the chance to watch The Lego Batman Movie alongside Batman franchise producer Michael Uslan https:/…",FALSE,0,NA,2017-04-28 20:36:27,FALSE,NA,"858057343887650817",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Kwass",3,TRUE,FALSE,NA,NA
"61","RT @Public_Citizen: Day 67: Treasury Secretary #StevenMnuchin makes a plug for the Lego Batman movie, which he produced: https://t.co/laM3s…",FALSE,0,NA,2017-04-28 20:27:12,FALSE,NA,"858055018594750464",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","CynthiaBuckwalt",11,TRUE,FALSE,NA,NA
"62","The LEGO Batman Movie 70900 - Jokers Flucht mit den Ballons https://t.co/o0cBhJkGeV",FALSE,0,NA,2017-04-28 20:21:31,FALSE,NA,"858053585850048513",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Floi_Allen",0,FALSE,FALSE,NA,NA
"63","New video 'Custom Lego Batman Movie BAT SKULLCRAWLER Rebrick 70905+70908 Speed Build' updated by artifexcreation: https://t.co/6kpdrIuaa9",FALSE,0,NA,2017-04-28 20:21:01,FALSE,NA,"858053460943450112",NA,"<a href=""https://twitter.com/legosale"" rel=""nofollow"">legosale auto updater</a>","LegoSale",0,FALSE,FALSE,NA,NA
"64","I liked a @YouTube video https://t.co/zJFEVQieL2 The Lego Batman, Spider-Man, &amp; Superman Movie",FALSE,0,NA,2017-04-28 20:20:16,FALSE,NA,"858053270715203584",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","TheJMan731",0,FALSE,FALSE,NA,NA
"65","The LEGO® Batman Movie™ The Joker™ Balloon Escape ( Lego ) https://t.co/PIbMjPmG1Y",FALSE,0,NA,2017-04-28 20:13:05,FALSE,NA,"858051465700556800",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","ShiritoriFigure",0,FALSE,FALSE,NA,NA
"66","RT @NathaMatute137: Watched the new Lego Batman movie<ed><U+00A0><U+00BD><ed><U+00B8><U+008A> then went up a mountain trip went back down<ed><U+00A0><U+00BD><ed><U+00B8><U+00A7>, then went to Global the food there is…",FALSE,0,NA,2017-04-28 20:04:38,FALSE,NA,"858049337351393282",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","gordeevazorisl1",5,TRUE,FALSE,NA,NA
"67","Custom Lego Batman Movie BAT SKULLCRAWLER Rebrick 70905+70908 Speed Build https://t.co/F1FOZHP4M8 https://t.co/K4lVvNQgn2",FALSE,0,NA,2017-04-28 20:03:16,FALSE,NA,"858048994265747458",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","ArtifexCreation",0,FALSE,FALSE,NA,NA
"68","Holy Toledo Batman, Lego Movie Sets! https://t.co/1rEkuX4s9Y via @YouTube",FALSE,1,NA,2017-04-28 20:02:05,FALSE,NA,"858048696981893122",NA,"<a href=""http://linkis.com"" rel=""nofollow"">Linkis: turn sharing into growth</a>","adamspong",0,FALSE,FALSE,NA,NA
"69","I liked a @YouTube video https://t.co/nIvqgftYXy Holy Toledo Batman, Lego Movie Sets!",FALSE,0,NA,2017-04-28 20:01:59,FALSE,NA,"858048670658433029",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","adspong2015lego",0,FALSE,FALSE,NA,NA
"70","LEGO Batman Movie Scarecrow's 70910 (ITA) https://t.co/emc3eTNWws",FALSE,0,NA,2017-04-28 19:52:35,FALSE,NA,"858046304215281664",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Franko2com",0,FALSE,FALSE,NA,NA
"71","Now Showing April 28 - May 4:

Saturday &amp; Sunday Family Matinees :
The LEGO Batman Movie - Rated G - 10:00am... https://t.co/68EO1PHAQw",FALSE,0,NA,2017-04-28 19:43:05,FALSE,NA,"858043912828719104",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","TowneTheatre",0,FALSE,FALSE,NA,NA
"72","@Nakerman @zavvi @origamikid @MckKirk @ColinCGallacher I really want to watch Rogue One, Fantastic Beasts, LEGO Batman Movie, I'm easy tho.",FALSE,1,"Nakerman",2017-04-28 19:35:58,FALSE,"858041689868558336","858042122972401664","22248738","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","_wotta",0,FALSE,FALSE,NA,NA
"73","Check out DC COMICS Lego BATMAN Movie Cartoon ""JOKERVILLE"" Adult Shirt Size LARGE NWT #Lego https://t.co/JUwomqBuJX via @eBay",FALSE,0,NA,2017-04-28 19:21:33,FALSE,NA,"858038495016886272",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Maher_318",0,FALSE,FALSE,NA,NA
"74","He can voice the next Lego Batman movie
https://t.co/I9gGx2VpBd",FALSE,2,NA,2017-04-28 19:18:00,FALSE,NA,"858037601965666305",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","zlexluthor",0,FALSE,FALSE,NA,NA
"75",".@unbeatablesg The LEGO Batman Movie is the best Batman movie ever made, Holy Musical B@man is better than The Dark Knight, and Babs is bae.",FALSE,2,"FelicityWyrd",2017-04-28 19:14:47,FALSE,"858036148626763776","858036790539714560","1064201528","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FelicityWyrd",0,FALSE,FALSE,NA,NA
"76","Get to Forum Hall tonight to see the new Lego Batman Movie @ 7 &amp; 9:45pm! Only $1 with your KSU ID! https://t.co/wFtYRL3RCK",FALSE,0,NA,2017-04-28 19:01:37,FALSE,NA,"858033476787896322",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","kstateUPC",0,FALSE,FALSE,NA,NA
"77","Lowkss seen the LEGO batman movie like 7 times since I got home 
Legit makes me cry <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>",FALSE,0,NA,2017-04-28 18:45:21,FALSE,NA,"858029386280443909",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Pelumii__O",0,FALSE,FALSE,NA,NA
"78","Lego - The Lego Batman Movie Minifigure - Vacation Batman https://t.co/Pgt6sPThTp",FALSE,0,NA,2017-04-28 18:43:41,FALSE,NA,"858028964018835457",NA,"<a href=""https://www.bittopper.com/health-beauty/"" rel=""nofollow"">Best health </a>","galliumoutlyin",0,FALSE,FALSE,NA,NA
"79","i saw the lego batman movie and yet i am no longer certain it exists",FALSE,0,NA,2017-04-28 18:39:25,FALSE,NA,"858027890381905920",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","lutleylocutions",0,FALSE,FALSE,NA,NA
"80","The @LEGO_Group Batman Movie will be shown tonight &amp; Saturday at 6:45pm &amp; 9pm @UofNH MUB thanks to the CAB and MUSO… https://t.co/Livwom0iKY",FALSE,0,NA,2017-04-28 18:27:31,TRUE,NA,"858024895581757440",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","UNHAlums",0,FALSE,FALSE,NA,NA
"81","#Movie quote of the day. ""The LEGO #Batman Movie"" with Will Arnett
https://t.co/Kk3zTzyXP9 https://t.co/V4SDKBiDdF",FALSE,1,NA,2017-04-28 18:26:35,FALSE,NA,"858024662395236352",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","box_flick",0,FALSE,FALSE,NA,NA
"82","The Lego Batman Movie is probably the best Batman movie ever made. https://t.co/yu7VBNCbvc",FALSE,2,NA,2017-04-28 18:06:24,FALSE,NA,"858019583889989632",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Ahmedroid",0,FALSE,FALSE,NA,NA
